Tajikistan, 29276, 1596.33
Uruguay, 30182, 318.26
Aruba, 12842, 1440.97
Marshall Islands, 3726, 1868.06
Guatemala, 10033, 808.8
Serbia, 46114, 1308.2
Argentina, 36513, 1875.14
Yemen, 46572, 1776.54
Spain, 37501, 1825.6
India, 9995, 1159.0
Bahamas, 35029, 417.92
Colombia, 21443, 210.71
Algeria, 10494, 146.23
Vietnam, 16064, 1755.84
Denmark, 38490, 1359.45
Eswatini, 46892, 134.45
Algeria, 15155, 681.97
China, 33140, 902.93
Canada, 46617, 307.87
Taiwan, 22304, 944.44
Belarus, 19207, 331.61
San Marino, 38401, 181.94
Chile, 48836, 416.09
Aruba, 28094, 1648.79
Armenia, 29577, 957.53
Aruba, 25518, 1584.73
Guinea-Bissau, 27049, 325.68
Nicaragua, 35405, 1626.52
Benin, 29258, 719.23
Slovakia, 34338, 1318.35
Costa Rica, 24282, 1877.0
France, 43199, 852.06
Madagascar, 42015, 664.2
Serbia, 25569, 1836.31
Ukraine, 23505, 1421.26
Germany, 26354, 673.44
Guatemala, 7376, 1405.2
Germany, 24267, 1857.31
Chile, 28160, 862.14
Dominica, 7896, 1285.57
Yemen, 49521, 330.08
Algeria, 26809, 1650.96
Australia, 44809, 1878.57
Taiwan, 43476, 1436.05
Djibouti, 36861, 1290.78
Oman, 19474, 1233.39
Tajikistan, 35204, 1620.92
Japan, 12718, 1902.76
Armenia, 10509, 1512.32
China, 42204, 1155.71
Slovenia, 39455, 974.64
Myanmar, 6691, 480.94
Slovenia, 15467, 71.25
Albania, 44194, 680.96
Nicaragua, 15393, 246.64
Albania, 47463, 638.18
Bulgaria, 45841, 1581.49
Uruguay, 36990, 1271.79
Azerbaijan, 23742, 425.81
Denmark, 19921, 191.71
Cuba, 3160, 579.32
Algeria, 41860, 520.85
Bahamas, 16714, 626.58
Brazil, 48238, 1029.48
Taiwan, 30479, 1411.86
Italy, 15782, 943.68
India, 16803, 113.25
Djibouti, 9290, 729.33
Kosovo, 11024, 1670.65
Angola, 10805, 1913.83
Iraq, 6070, 981.02
Belarus, 11191, 1586.09
Vietnam, 27482, 182.94
Oman, 13666, 1314.97
Nepal, 40410, 259.2
Bangladesh, 41754, 1382.19
Nepal, 25138, 897.13
Chile, 28929, 617.15
Tajikistan, 2364, 65.98
Moldova, 8640, 1569.14
Iceland, 39468, 1629.72
Ukraine, 23415, 664.49
Serbia, 26933, 1773.16
Barbados, 3110, 1203.96
Slovakia, 11019, 1218.04
Armenia, 29610, 455.89
Slovakia, 20735, 121.97
Yemen, 42593, 1186.64
Ukraine, 36534, 239.09
Kosovo, 16765, 1095.45
Bahrain, 33137, 1790.22
Djibouti, 24001, 1902.78
Madagascar, 1497, 538.87
Liberia, 18502, 383.88
Dominica, 12413, 578.35
Afghanistan, 10032, 1558.86
Uruguay, 13194, 1001.9
Benin, 26408, 205.45
Bangladesh, 19931, 1355.87
Nepal, 46391, 1162.12
Marshall Islands, 10641, 1960.19
Denmark, 12382, 258.78
Belarus, 5897, 61.21
Nicaragua, 17400, 1836.79
Argentina, 47038, 942.53
Iraq, 39105, 1458.58
Costa Rica, 27988, 376.58
Eswatini, 26807, 1771.33
Albania, 34322, 1404.48
Indonesia, 44520, 1154.71
Austria, 12748, 1776.49
Belarus, 37290, 1369.29
France, 6832, 811.29
Canada, 29087, 1026.41
Austria, 22224, 572.45
Eswatini, 21644, 993.78
Germany, 18820, 541.23
Nicaragua, 32682, 1991.41
Georgia, 26482, 264.04
Italy, 17814, 1776.73
Vanuatu, 45376, 1022.2
Cuba, 204, 1961.01
France, 48256, 640.08
Eswatini, 1483, 1195.05
Brazil, 13835, 573.04
South Africa, 44570, 1944.38
Canada, 44407, 1041.93
Vanuatu, 47881, 1922.49
Guinea-Bissau, 34669, 631.92
Guinea-Bissau, 3246, 473.81
Slovenia, 28334, 1206.42
Chile, 1495, 810.6
Austria, 45359, 1316.02
Comoros, 37680, 937.03
France, 47858, 1132.71
Afghanistan, 11126, 1809.05
Barbados, 26811, 271.15
Eswatini, 35339, 38.26
Oman, 41884, 954.7
Guatemala, 9676, 1842.08
Brazil, 30122, 469.36
Taiwan, 24262, 72.23
Serbia, 5933, 1789.46
Bahrain, 44747, 784.61
Algeria, 16712, 1665.71
Guinea-Bissau, 37478, 1706.59
Bhutan, 1204, 1524.7
Serbia, 21217, 910.07
Liberia, 11853, 1005.72
China, 13477, 1546.87
Congo, 22946, 959.13
Iraq, 6871, 1234.16
Congo, 37286, 673.24
Iraq, 17120, 1416.54
Italy, 534, 887.17
Tajikistan, 35546, 1368.6
Australia, 40121, 1528.13
Afghanistan, 39999, 1598.18
Ukraine, 44761, 514.98
Bahrain, 48020, 623.05
Bulgaria, 32500, 96.25
Marshall Islands, 5742, 92.8
Georgia, 36978, 117.87
Guinea-Bissau, 17907, 1614.64
Iceland, 20023, 225.61
Slovakia, 19734, 1108.23
Algeria, 19770, 1908.7
Kosovo, 49565, 1363.37
China, 4618, 803.01
Australia, 32637, 1690.72
Mongolia, 41537, 911.11
Vanuatu, 5483, 135.68
Iceland, 14041, 133.99
Azerbaijan, 31453, 467.48
Afghanistan, 24304, 380.1
Bulgaria, 27938, 297.6
Bhutan, 36853, 1292.07
Taiwan, 5577, 316.58
India, 26630, 1851.82
Indonesia, 3942, 807.53
Kosovo, 9766, 246.24
Tajikistan, 4478, 1812.63
South Africa, 44061, 1416.25
Vanuatu, 40868, 1222.62
Bahamas, 20259, 1852.1
Antigua & Deps, 14841, 1740.21
Italy, 9483, 1292.49
Yemen, 10729, 1753.62
Vietnam, 7085, 1839.77
Congo, 49240, 1795.66
Slovenia, 43140, 1008.34
Madagascar, 44650, 1600.27
Afghanistan, 17654, 587.83
Antigua & Deps, 9419, 1412.37
Gambia, 28709, 1503.18
Bhutan, 21425, 1674.08
Taiwan, 29983, 1506.94
Madagascar, 1381, 1422.13
South Africa, 30131, 1832.23
Iraq, 9810, 376.42
Myanmar, 1958, 1972.72
Costa Rica, 40599, 1657.93
Oman, 15567, 581.49
Japan, 11373, 1786.02
Indonesia, 9619, 828.88
Israel, 44057, 824.04
Italy, 19151, 644.01
Iceland, 43878, 426.16
Mongolia, 44214, 464.19
Bhutan, 35623, 1220.89
Antigua & Deps, 48219, 1051.36
Georgia, 831, 935.0
San Marino, 49617, 188.2
Madagascar, 16331, 235.07
Madagascar, 19732, 1365.61
Bahrain, 26335, 1740.53
Israel, 24122, 1172.47
Germany, 34054, 1848.61
Oman, 17835, 1647.18
Kosovo, 5946, 106.08
Iraq, 31004, 1170.12
Bulgaria, 38362, 457.42
Madagascar, 24044, 1039.8
Mongolia, 41707, 289.7
Trinidad & Tobago, 7304, 1392.87
Burkina, 4099, 301.79
Guinea-Bissau, 22037, 80.94
Angola, 5128, 678.92
Barbados, 32602, 1765.07
Bahrain, 26364, 1267.3
Chile, 6012, 801.46
Israel, 7440, 1501.32
Ethiopia, 735, 1324.01
Costa Rica, 38343, 521.45
Ukraine, 29253, 523.77
Bulgaria, 7162, 1997.99
Kosovo, 33360, 219.26
Congo, 3279, 935.96
Benin, 27823, 1994.25
France, 8034, 1987.0
Yemen, 20622, 966.6
Austria, 40659, 243.08
Denmark, 18894, 1251.03
Afghanistan, 28415, 958.7
Guatemala, 20906, 1357.23
Dominica, 17258, 102.59
South Africa, 8500, 1854.61
Taiwan, 28581, 445.99
Canada, 40647, 93.32
Aruba, 12182, 1699.92
Bahamas, 12796, 515.24
Georgia, 26788, 1478.68
Japan, 47422, 1109.58
Chile, 16491, 1629.13
Bhutan, 23674, 337.01
Congo, 47616, 1464.75
South Africa, 26654, 1009.49
Afghanistan, 25855, 1468.32
Liberia, 16670, 1678.86
Bahamas, 14677, 582.53
Slovakia, 22880, 1380.53
Uruguay, 30968, 698.16
Mongolia, 39130, 1846.1
Liberia, 49428, 298.75
Bahrain, 10332, 1251.37
Italy, 16276, 59.71
Djibouti, 36168, 925.46
Algeria, 8730, 1820.84
Austria, 46684, 714.46
Georgia, 29343, 1081.75
Australia, 27980, 213.14
Liberia, 21810, 1831.05
Slovenia, 6901, 187.52
Bulgaria, 49606, 1002.61
Antigua & Deps, 28543, 322.66
Tajikistan, 10793, 345.34
Chile, 7263, 869.64
Nicaragua, 21620, 1601.22
Bangladesh, 27312, 186.75
Bahrain, 16006, 732.21
Italy, 10669, 1595.58
Denmark, 4744, 1360.32
Benin, 22325, 1068.47
Taiwan, 10812, 1536.71
Trinidad & Tobago, 25707, 1777.47
Brazil, 30592, 48.17
Vanuatu, 19011, 1238.96
Spain, 16539, 114.09
Liberia, 34589, 1798.9
Comoros, 27082, 593.36
Taiwan, 7064, 1623.51
Israel, 39588, 731.44
Myanmar, 22969, 404.53
Chile, 10989, 874.65
Yemen, 3248, 1607.72
Bhutan, 21466, 855.59
Bahamas, 18068, 1808.33
France, 6889, 290.54
Kuwait, 14090, 1534.76
Oman, 12146, 1427.49
Antigua & Deps, 35773, 912.68
Algeria, 12686, 388.64
Vietnam, 43773, 915.03
Indonesia, 33086, 795.01
San Marino, 43081, 531.09
Oman, 3901, 1418.31
Dominica, 13231, 1239.21
Angola, 24038, 1517.23
Georgia, 49909, 1968.28
Uruguay, 48315, 534.3
India, 4654, 164.71
Eswatini, 3219, 1188.71
Armenia, 40284, 922.94
Algeria, 33924, 1548.79
Benin, 30467, 1425.82
Nicaragua, 6761, 1122.51
Israel, 785, 871.73
Kuwait, 37008, 1606.39
Belarus, 21315, 1177.1
Kosovo, 27934, 1016.57
Indonesia, 38737, 673.71
Tajikistan, 44928, 1332.06
Costa Rica, 11288, 741.02
Russian Federation, 29690, 1643.49
Russian Federation, 44523, 461.83
Armenia, 15259, 1288.31
Indonesia, 43951, 1731.8
San Marino, 10394, 1124.98
Denmark, 28957, 571.76
Oman, 21171, 1519.0
India, 18485, 442.46
Bahamas, 39509, 1889.31
Ethiopia, 34459, 943.32
Taiwan, 14271, 832.52
Moldova, 33342, 906.79
France, 25392, 1772.91
Indonesia, 20795, 1212.21
Comoros, 8543, 631.25
Vanuatu, 47577, 106.43
Indonesia, 663, 1090.52
India, 46269, 895.58
Bahrain, 679, 1380.19
Nepal, 13242, 1577.98
Iceland, 32174, 1196.83
Bahrain, 5986, 138.45
Benin, 20853, 310.85
Liberia, 37370, 1659.71
Kuwait, 40865, 829.97
Azerbaijan, 1786, 828.34
Iraq, 17602, 1655.87
India, 40405, 1927.56
Kosovo, 45121, 1352.93
Australia, 20025, 1367.47
Vanuatu, 32579, 741.51
France, 27403, 1690.0
Afghanistan, 19459, 323.18
Bahrain, 19572, 410.36
China, 36489, 1973.42
Azerbaijan, 4647, 122.93
Guatemala, 11182, 965.62
Argentina, 17485, 644.81
Aruba, 9829, 922.96
Taiwan, 23171, 1449.33
Serbia, 47235, 89.47
Nicaragua, 29735, 648.66
Georgia, 41892, 401.45
Iceland, 33278, 882.15
Benin, 28529, 1432.38
Italy, 21223, 1235.66
Marshall Islands, 33072, 1341.98
Cuba, 7134, 1419.53
Trinidad & Tobago, 7788, 1801.37
Argentina, 41703, 1719.2
Ethiopia, 9569, 511.56
Comoros, 35506, 1268.38
Bulgaria, 33783, 1259.64
Spain, 49527, 1450.89
Iceland, 36205, 517.41
Algeria, 43773, 611.87
Bhutan, 8908, 1414.65
Algeria, 21777, 1928.06
Oman, 45682, 847.23
Denmark, 2587, 330.03
Spain, 15332, 1985.38
Tajikistan, 45152, 1009.62
Nepal, 25856, 490.58
Georgia, 23445, 1016.26
Iraq, 42431, 36.28
Georgia, 22353, 1695.75
Aruba, 488, 991.08
Angola, 30059, 173.97
Israel, 13709, 31.22
Eswatini, 23511, 1049.81
Moldova, 34429, 744.31
Brazil, 34094, 442.74
Bulgaria, 45759, 368.11
Bangladesh, 4366, 981.07
Angola, 19920, 579.54
San Marino, 12410, 421.22
Denmark, 2930, 518.22
Denmark, 26970, 1474.02
South Africa, 10683, 450.51
Antigua & Deps, 42402, 28.92
Israel, 45219, 1076.73
Brazil, 5852, 841.4
Barbados, 29802, 1842.4
Japan, 31009, 1656.5
Myanmar, 23613, 1696.7
Vanuatu, 11543, 21.68
Aruba, 37642, 266.55
Burkina, 29681, 435.5
Bulgaria, 48752, 650.84
Australia, 45770, 658.49
Barbados, 22448, 1569.13
Vanuatu, 42236, 606.24
Belarus, 19673, 1648.72
Dominica, 33483, 574.3
Azerbaijan, 20537, 34.45
Yemen, 22548, 931.03
Iceland, 46053, 1938.9
Germany, 23311, 422.68
Bahamas, 6799, 1309.28
Russian Federation, 32082, 1500.97
Canada, 40183, 1316.36
Chile, 3522, 1929.88
Italy, 5168, 1780.48
Iceland, 7606, 1347.8
Myanmar, 8637, 1501.61
Canada, 43442, 1514.71
Bahamas, 24713, 1746.39
Ethiopia, 29876, 862.19
Slovakia, 33780, 1684.21
Marshall Islands, 48899, 623.76
Algeria, 15581, 836.23
Barbados, 28339, 1747.02
San Marino, 6495, 360.81
Yemen, 10106, 1324.17
Azerbaijan, 6938, 91.98
Slovakia, 48861, 1188.5
Trinidad & Tobago, 29743, 1394.62
Bahrain, 33479, 88.43
Bahamas, 27427, 1284.14
Armenia, 13818, 1062.21
Moldova, 47003, 886.99
Bahamas, 19096, 555.01
Georgia, 22261, 1414.46
Cuba, 36340, 1810.76
Argentina, 33567, 1413.02
Mongolia, 16970, 1099.99
Comoros, 12566, 1927.71
Bhutan, 44597, 98.3
Serbia, 39608, 1473.85
Uruguay, 28834, 1455.07
Australia, 25719, 586.74
Guatemala, 30365, 164.28
Algeria, 1300, 1278.23
Vietnam, 15532, 1337.29
Angola, 8861, 945.37
Italy, 12872, 1197.2
Vietnam, 33044, 875.97
Algeria, 8103, 1035.83
Spain, 47319, 34.91
Slovakia, 44437, 348.73
Bahrain, 33825, 47.91
Guinea-Bissau, 4305, 1882.53
India, 10846, 1428.41
Vanuatu, 13191, 37.18
Djibouti, 24747, 1504.66
Liberia, 14404, 557.96
Bulgaria, 42303, 734.57
Japan, 7847, 1397.56
Madagascar, 16368, 963.59
Bahrain, 40331, 996.72
Angola, 22208, 1715.57
Antigua & Deps, 40438, 444.95
Bahamas, 19728, 1713.34
Iceland, 35730, 934.18
Guatemala, 21361, 109.76
Slovakia, 4755, 1724.52
Marshall Islands, 49787, 1210.6
Canada, 33397, 95.66
Gambia, 15700, 1365.93
Argentina, 39559, 996.57
Afghanistan, 30557, 982.78
Benin, 7147, 1309.5
Iceland, 11451, 906.11
Oman, 37947, 1901.13
Algeria, 17475, 1077.61
India, 28123, 1294.39
Georgia, 16640, 571.61
Canada, 27055, 407.72
Argentina, 45841, 224.28
Guatemala, 40847, 628.16
Georgia, 48232, 1760.54
Kosovo, 6629, 1204.95
Belarus, 5210, 169.61
Eswatini, 7749, 1346.0
Congo, 43478, 514.49
Ukraine, 28142, 1037.77
Djibouti, 13098, 1038.41
India, 11319, 1947.63
Guinea-Bissau, 5318, 676.57
Bulgaria, 10184, 1212.96
Japan, 40469, 566.78
Aruba, 42809, 1402.43
Nepal, 3494, 799.45
Bahrain, 9870, 439.03
Mongolia, 1643, 1314.07
Slovenia, 35852, 1282.82
Aruba, 28464, 1404.74
Benin, 20595, 234.37
Antigua & Deps, 23253, 1978.8
Marshall Islands, 47920, 1367.04
Indonesia, 23663, 1828.61
Marshall Islands, 12672, 149.7
Marshall Islands, 43227, 534.48
Costa Rica, 40038, 816.4
Colombia, 25949, 359.32
Canada, 7275, 1110.23
Slovakia, 48618, 476.07
Slovenia, 45909, 929.89
Bhutan, 40939, 1345.05
India, 41203, 1877.5
Japan, 30453, 1419.05
Nicaragua, 24562, 112.43
Vanuatu, 48804, 1124.94
Guatemala, 46784, 227.08
Chile, 30401, 530.96
Vietnam, 26429, 1765.92
Costa Rica, 14496, 1287.24
Argentina, 29403, 891.53
San Marino, 3122, 398.85
Slovakia, 12062, 698.77
Armenia, 48016, 1613.05
Kuwait, 24802, 783.62
Guatemala, 22914, 263.18
San Marino, 10295, 113.92
Nepal, 29808, 421.66
China, 11463, 1703.8
Congo, 38624, 996.02
Iceland, 34991, 1073.67
Myanmar, 42119, 982.9
Azerbaijan, 14602, 1067.99
Vanuatu, 47610, 1324.99
Bulgaria, 9409, 252.47
Colombia, 3430, 1393.75
Russian Federation, 48406, 50.89
Bahrain, 35934, 429.69
Armenia, 12940, 156.34
Australia, 48381, 271.88
Taiwan, 26864, 1509.15
Burkina, 8326, 1469.42
Kuwait, 1700, 45.98
Gambia, 47482, 1761.93
Marshall Islands, 2707, 1372.37
Japan, 42427, 1724.77
Congo, 22819, 1128.9
Iraq, 45047, 1343.77
Eswatini, 4195, 1010.48
Austria, 12338, 594.83
San Marino, 23758, 1828.42
Uruguay, 21064, 178.04
Eswatini, 31991, 1070.93
Australia, 35090, 1949.03
Marshall Islands, 34821, 714.79
Albania, 33391, 1449.4
Kosovo, 11530, 1084.32
San Marino, 49454, 1234.18
Gambia, 13602, 596.44
Uruguay, 20777, 1813.27
Serbia, 11032, 1457.01
Afghanistan, 15826, 253.54
Eswatini, 17575, 1765.84
Moldova, 21078, 1029.43
Azerbaijan, 7451, 1625.76
Myanmar, 47479, 1089.04
Slovakia, 10988, 881.27
Indonesia, 24926, 1072.42
Madagascar, 37835, 1380.41
Benin, 21030, 1193.89
Moldova, 12468, 346.05
Antigua & Deps, 47722, 1867.52
Antigua & Deps, 30490, 696.36
Australia, 27911, 194.8
Colombia, 11794, 1025.67
Chile, 3869, 442.56
China, 19517, 1180.69
Myanmar, 26338, 1365.64
Iraq, 32394, 1398.9
Chile, 15699, 1993.49
Brazil, 26753, 840.49
Denmark, 34423, 493.06
Iceland, 24680, 1136.26
Gambia, 3742, 1638.32
Moldova, 1990, 1391.46
Bhutan, 44554, 1311.04
Tajikistan, 6934, 1054.33
Benin, 22126, 1338.83
Mongolia, 1269, 861.07
Australia, 30074, 1124.73
Slovenia, 9268, 1599.16
Kosovo, 48477, 335.59
Tajikistan, 42171, 596.57
Serbia, 24016, 756.31
Nicaragua, 32446, 1073.54
Djibouti, 19458, 1101.74
Nicaragua, 37934, 185.52
Slovakia, 46175, 465.2
Barbados, 4463, 1391.63
Kosovo, 21082, 1742.16
Germany, 44799, 1888.6
Ukraine, 20005, 1405.82
Slovakia, 43545, 442.29
Italy, 12325, 1850.17
Nepal, 28196, 612.85
Azerbaijan, 11803, 1558.7
Congo, 42986, 1231.2
Colombia, 46099, 932.3
Djibouti, 29589, 1468.11
Vietnam, 32302, 951.2
Dominica, 20592, 991.52
Iraq, 43042, 718.48
Comoros, 44964, 776.79
Tajikistan, 13634, 149.41
Yemen, 3553, 1367.17
South Africa, 17174, 664.33
Canada, 2033, 1019.45
Iraq, 24472, 723.01
Guinea-Bissau, 3432, 673.63
Mongolia, 33061, 331.2
Benin, 43388, 1597.89
Angola, 4124, 1284.06
Bhutan, 7613, 1565.59
Myanmar, 20711, 433.42
Uruguay, 287, 1974.87
Afghanistan, 40886, 1739.0
Guatemala, 9982, 1513.33
Spain, 22326, 1655.94
Armenia, 40626, 746.94
Myanmar, 41577, 1649.4
Bahrain, 36587, 1426.26
Australia, 7466, 637.24
Bulgaria, 4696, 531.65
Guatemala, 4354, 141.89
Ethiopia, 28472, 695.99
Moldova, 5816, 1000.71
Angola, 16774, 1934.86
Marshall Islands, 47391, 739.3
Kosovo, 16516, 1523.45
Kosovo, 36745, 538.69
Bahrain, 7951, 1963.43
Iceland, 16222, 601.07
Congo, 9327, 560.67
Spain, 15529, 868.33
Vanuatu, 25530, 1476.17
Germany, 7388, 784.63
Trinidad & Tobago, 42644, 541.94
Vanuatu, 27314, 675.72
Slovakia, 15454, 1576.72
Colombia, 16746, 980.82
Ukraine, 10120, 1548.6
Azerbaijan, 28556, 900.23
Bahamas, 12265, 1061.25
Australia, 44362, 739.26
Spain, 1860, 488.24
Ethiopia, 37435, 1384.71
Kosovo, 9640, 20.03
Yemen, 35988, 805.52
Australia, 29806, 977.95
San Marino, 31533, 1347.56
Congo, 39062, 1293.82
Argentina, 39290, 1411.41
Madagascar, 26890, 1070.67
Austria, 10537, 787.57
Uruguay, 30925, 592.17
Azerbaijan, 43315, 20.97
Guatemala, 2493, 1008.45
Kosovo, 2214, 1530.44
Burkina, 16946, 694.36
Uruguay, 45730, 660.27
Austria, 36403, 1292.54
China, 12940, 941.41
Vietnam, 43015, 1549.72
Georgia, 25990, 245.0
Marshall Islands, 46308, 1697.9
Benin, 3954, 1429.96
Kosovo, 11831, 1055.29
Trinidad & Tobago, 23999, 1649.07
Azerbaijan, 43373, 1766.57
Uruguay, 27623, 181.63
Austria, 16032, 1912.63
South Africa, 26004, 809.37
Bulgaria, 45503, 1434.36
Vietnam, 43678, 1778.6
Austria, 2367, 1586.84
Israel, 2126, 771.72
Benin, 11089, 786.85
Liberia, 28648, 205.01
Eswatini, 35801, 125.96
Slovakia, 34223, 60.95
Nepal, 44799, 1459.06
Japan, 41876, 285.84
Bhutan, 10655, 1556.05
Moldova, 28958, 1322.74
Azerbaijan, 29967, 992.4
Iraq, 15464, 769.72
Vietnam, 22434, 1708.73
Slovenia, 11958, 1642.22
Ukraine, 8590, 1624.82
Myanmar, 45653, 1444.26
Guatemala, 23682, 53.16
Azerbaijan, 4838, 1889.05
Slovenia, 39278, 763.08
Madagascar, 46415, 624.42
Belarus, 40370, 1111.51
Bhutan, 35457, 1338.84
Ukraine, 16099, 1040.57
Liberia, 46769, 18.91
Benin, 26576, 428.6
Canada, 41408, 1764.64
Slovenia, 16350, 563.37
Liberia, 211, 752.65
Bhutan, 38125, 430.19
Georgia, 36612, 198.6
South Africa, 48923, 1165.88
Comoros, 42046, 937.29
Ethiopia, 14379, 1829.34
Guinea-Bissau, 14949, 1793.23
Uruguay, 19498, 1289.41
Cuba, 38512, 1427.29
